Company,ROC ,Incorporation_year,Industry_group_code,Industry_type,NIC_name,Main_product,NIC_code,decile,ISIN 
Twinstar Industries Ltd.,11-79084,1994,1.0104E+14,1,"Retail trade, except of motor vehicles and motorcycles",Retail trade in agricultural crops,47,Decile 5,INE070B01013
Tyche Industries Ltd.,62-29809,1998,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 5,INE443B01012
Typhoon Holdings Ltd.,11-35917,1985,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 10,
Tyroon Tea Co. Ltd.,21-612,1890,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 6,INE945B01016
U B E Industries Ltd.,62-5284,1985,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 6,INE303601012
U B Engineering Ltd.,11-14509,1970,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 3,INE328C01013
U F M Industries Ltd.,Feb-39,1986,1.01011E+14,1,Flour milling,Wheat flour,10611,Decile 6,INE832E01010
U F O Moviez India Ltd.,11-285453,2004,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 2,INE527H01019
U H Zaveri Ltd.,04-98848,2017,1.01013E+14,1,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",Jewellery,32111,,INE556Z01010
U P Hotels Ltd.,55-17307,1961,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 5,INE726E01014
U P L Ltd.,04-25132,1985,1.01012E+14,1,Manufacture of pesticides and other agrochemical products,Pesticides,2021,Decile 1,INE628A01036
U T L Industries Ltd.,04-12843,1989,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 9,INE184E01024
Ucal Fuel Systems Ltd.,18-12343,1985,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE139B01016
Udaipur Cement Works Ltd.,17-7267,1993,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 3,INE225C01029
Uday Jewellery Inds. Ltd.,62-80813,1999,1.0104E+14,1,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals",Wholesale trade in minerals,46102,Decile 6,INE551B01012
Uflex Ltd.,55-32166,1988,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Flexible packaging materials,22209,Decile 1,INE516A01017
Ugar Sugar Works Ltd.,60-6738,1939,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE071E01023
Ujaas Energy Ltd.,10-13571,1999,1.01014E+14,1,Manufacture of other electrical equipment,Solar appliances,27900,Decile 3,INE899L01022
Ultracab (India) Ltd.,04-52394,2007,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)","Wires & cables, nec",27320,Decile 6,INE010R01015
Ultramarine & Pigments Ltd.,11-11856,1960,1.01012E+14,1,Manufacture of inorganic acids except nitric acid,Sulpho-nitric acid,20112,Decile 3,INE405A01021
Ultratech Cement Ltd.,11-128420,2000,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE481G01011
Umang Dairies Ltd.,20-14942,1992,1.01011E+14,1,"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food",Skimmed milk powder,10502,Decile 4,INE864B01027
Umiya Tubes Ltd.,04-74916,2013,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Tubes & pipes,24311,Decile 7,INE173U01015
Uni Abex Alloy Products Ltd.,11-15950,1972,1.01014E+14,1,Manufacture of other iron and steel casting and products thereof,Steel castings,24319,Decile 5,INE361D01012
Unichem Laboratories Ltd.,11-12451,1962,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE351A01035
Unick Fix-A-Form & Printers Ltd.,04-19158,1993,1.01015E+14,1,Manufacture of other paper products n.e.c.,Paper or paperboard labels,17099,Decile 6,INE250G01010
Uniinfo Telecom Services Ltd.,10-24569,2010,1.01041E+14,1,Telecommunications,Telecommunication services,61,Decile 7,INE481Z01011
Unimers India Ltd.,11-45372,1988,1.01012E+14,1,Manufacture of other rubber products n.e.c.,"Waste, parings & scrap of rubber",22199,Decile 7,INE980B01039
Unimode Overseas Ltd.,55-48444,1992,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 10,INE348N01026
Union Quality Plastics Ltd.,11-33595,1984,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",Sacks & bags of polyethylene,22203,Decile 6,INE338N01019
Uniply Decor Ltd.,18-16616,1988,1.01013E+14,1,Manufacture of ply wood and veneer sheets,Plywood,16211,Decile 6,INE493E01029
Uniply Industries Ltd.,18-36484,1996,1.0104E+14,1,"Retail sale of household fuel oil, bottled gas, coal and fuel wood",Retail trade in wood & wood products,47736,Decile 4,INE950G01023
Uniport Computers Ltd.,18-20303,1991,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE491B01011
Unipro Technologies Ltd.,62-5615,1985,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 9,INE448F01012
Unique Estates Devp. Co. Ltd.,11-17190,1974,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Commercial real estate,41001,Decile 1,
Unique Organics Ltd.,17-7148,1993,1.0104E+14,1,"Wholesale of straw, fodder & other animal/poultry feed","Wholesale trade in oil cakes,meals and animal feeds",46204,Decile 5,INE333E01019
Uniroyal Industries Ltd.,05-33167,1993,1.01012E+14,1,Manufacture of other textiles/textile products n.e.c.,"Textile labels, badges, etc.",13999,Decile 6,INE980D01019
Uniroyal Marine Exports Ltd.,Sep-74,1992,1.01011E+14,1,Processing and preserving of fish crustacean and similar foods,Shrimps,10204,Decile 6,INE602H01010
Unison Metals Ltd.,04-13964,1990,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Cold rolled coils, strips, sheets",24105,Decile 5,INE099D01018
Unistar Multimedia Ltd.,11-243430,1991,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 6,INE808C01014
Unisys Softwares & Holding Inds. Ltd.,21-56742,1992,1.0104E+14,1,Retail sale of computers and computer peripherals,Retail trade in computer systems and peripherals,47411,Decile 3,INE200B01016
Unitech International Ltd.,11-82810,1994,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in metals & metal products,46620,Decile 5,INE929K01011
Unitech Ltd.,55-9720,1971,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 1,INE694A01020
United Breweries Ltd.,08-25195,1999,1.01011E+14,1,Manufacture of beer,Beer,11031,Decile 1,INE686F01025
United Drilling Tools Ltd.,55-15796,1983,1.01014E+14,1,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.","Machine tools for drilling, boring, milling, etc.",28221,Decile 5,INE961D01019
United Leasing & Inds. Ltd.,05-33460,1983,1.01012E+14,1,Embroidery work and making of laces and fringes,Embroidery in the piece,13991,Decile 8,INE357P01014
United Nilgiri Tea Estates Co. Ltd.,61-234,1922,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 5,INE458F01011
United Polyfab Gujarat Ltd.,04-62928,2010,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 6,INE368U01011
United Spirits Ltd.,08-24991,1999,1.01011E+14,1,"Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials",Ethyl alcohol (strength less than 80%) - (potable alcohol),1101,Decile 1,INE854D01024
United Textiles Ltd.,05-32092,1993,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 7,INE727E01012
United Van Der Horst Ltd.,11-44151,1987,1.01042E+14,1,Repair of other personal and household goods n.e.c.,Repair services,95299,Decile 8,INE890G01013
Unity Infraprojects Ltd.,11-107153,1997,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE466H01028
Univastu India Ltd.,60-133864,2009,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 6,INE562X01013
Universal Arts Ltd.,11-91082,1995,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 8,INE464B01018
Universal Autofoundry Ltd.,17-30038,2009,1.01014E+14,1,Manufacture of other iron and steel casting and products thereof,Cast iron castings,24319,Decile 5,INE203T01012
Universal Cables Ltd.,10-1114,1945,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",PVC insulated cables & flexes,27320,Decile 2,INE279A01012
Universal Media Network Ltd.,11-131054,1991,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 6,INE100B01026
Universal Starch-Chem Allied Ltd.,11-16247,1973,1.01011E+14,1,"Manufacture of starches from rice, potatoes, maize etc.",Starches,10621,Decile 4,INE113E01015
Uniworth International Ltd.,21-55739,1992,1.0104E+14,1,Retail sale of textiles in specialized stores,Retail trade in textiles & apparels,47510,Decile 6,INE760D01015
Uniworth Ltd.,21-44984,1988,1.01012E+14,1,"Preparation and spinning of wool, including other animal hair and blended* wool including other animal hair",Wool yarn,13113,Decile 2,INE207A01013
Uniworth Textiles Ltd.,21-55442,1992,1.01011E+14,1,"Preparation and spinning of wool, including other animal hair and blended* wool including other animal hair","Wool, not carded or combed",13113,Decile 5,INE486C01019
Unjha Formulations Ltd.,04-22932,1994,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 8,INE576D01015
Uravi T & Wedge Lamps Ltd.,11-145760,2004,1.01013E+14,1,Manufacture of electric lighting equipment,Electric filament or discharge lamps,27400,Decile 6,INE568Z01015
Urbaknitt Fabs Ltd.,62-72532,2011,1.01012E+14,1,Manufacture of plastics products,Plastic products,222,Decile 8,INE198N01017
Urja Global Ltd.,55-48983,1992,1.0104E+14,1,"Wholesale of solid, liquid and gaseous fuels and related products","Wholesale trade in coal,lignite and peat",46610,Decile 4,INE550C01020
Usha Martin Education & Solutions Ltd.,21-85210,1997,1.01042E+14,1,Education,Education,85,Decile 7,INE240C01028
Usha Martin Ltd.,21-91621,1986,1.01014E+14,1,Manufacture of wire of steel by cold drawing or stretching,Wires & ropes of iron & steel,24108,Decile 1,INE228A01035
Ushanti Colour Chem Ltd.,04-19444,1993,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Reactive dyes,20114,Decile 6,INE00NI01015
Ushdev International Ltd.,11-78468,1994,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in finished steel (alloy & non-alloy),46620,Decile 1,INE981D01025
Usher Agro Ltd.,11-100380,1996,1.01011E+14,1,Growing of wheat,Wheat,1111,Decile 1,INE235G01011
Uttam Galva Steels Ltd.,11-35806,1985,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Clad, plated or coated flat rolled products",24105,Decile 1,INE699A01011
Uttam Sugar Mills Ltd.,25-32518,1993,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 1,INE786F01031
Uttam Value Steels Ltd.,11-14621,1970,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Flat products,24105,Decile 1,INE292A01023
V 2 Retail Ltd.,55-147724,2001,1.0104E+14,1,Retail sale in non-specialized stores,Retail trade,471,Decile 3,INE945H01013
V A Tech Wabag Ltd.,18-30231,1995,1.01014E+14,1,Manufacture of other special-purpose machinery n.e.c.,Water treatment plants,28299,Decile 1,INE956G01038
V B Industries Ltd.,21-35222,1982,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 5,INE334E01017
V C C L Ltd.,20-6695,1984,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 10,INE460E01010
V C U Data Mgmt. Ltd.,11-240938,2013,1.0104E+14,1,Wholesale of other electronic equipments and parts thereof,Wholesale trade in electronics,46529,Decile 6,INE962O01014
V I P Clothing Ltd.,11-59804,1991,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 3,INE450G01024
V I P Industries Ltd.,11-13914,1968,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in plastic products,46909,Decile 2,INE054A01027
V J T F Eduservices Ltd.,11-33922,1984,1.01042E+14,1,Education,Education,85,Decile 6,INE117F01013
V K J Infradevelopers Ltd.,55-200014,2010,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 7,INE211P01021
V M S Industries Ltd.,04-16714,1991,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Miscellaneous articles of metals,25999,Decile 5,INE932K01015
V M V Holidays Ltd.,21-151907,2010,1.0104E+14,1,Travel agency activities,Travel agencies and tour operators,79110,Decile 8,INE451S01019
V R L Logistics Ltd.,Aug-47,1983,1.01041E+14,1,Freight transport by road,Road freight transport services,4923,Decile 1,INE366I01010
V R Woodart Ltd.,11-138292,1989,1.01016E+14,1,Diversified,Diversified,34,Decile 10,INE317D01014
V S D Confin Ltd.,20-6445,1994,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 7,INE477401017
V S F Projects Ltd.,01-14326,1992,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 5,INE923K01014
V S T Industries Ltd.,62-576,1930,1.01011E+14,1,"Manufacture of cigarettes, cigarette tobacco",Cigarettes,12003,Decile 1,INE710A01016
V S T Tillers Tractors Ltd.,08-1706,1968,1.01014E+14,1,Manufacture of other agricultural and forestry machinery n.e.c.,Agricultural machinery,28219,Decile 2,INE764D01017
V T M Ltd.,18-3270,1946,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 4,INE222F01029
V T X Industries Ltd.,61-248,1955,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE119G01025
V X L Instruments Ltd.,11-272426,1986,1.01014E+14,1,"Manufacture of computer terminals, like automatic teller machines (ATM's), point-of-sale (POS) terminals not mechanically operated",Computer terminals,26205,Decile 5,INE756A01019
V-Guard Industries Ltd.,09-10010,1996,1.0104E+14,1,"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)",Retail trade in other electronic products,47739,Decile 1,INE951I01027
V-Mart Retail Ltd.,55-163727,2002,1.0104E+14,1,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.",Retail trade in apparels (readymade garments),47711,Decile 2,INE665J01013
Vaarad Ventures Ltd.,11-74306,1993,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 7,INE418B01048
Vadilal Dairy Intl. Ltd.,11-107525,1993,1.01011E+14,1,"Manufacture of ice-cream, kulfi etc.",Icecreams & kulfi,10505,Decile 6,INE159T01016
Vadilal Enterprises Ltd.,Apr-95,1985,1.0104E+14,1,Whole sale of other agriculture raw materials n.e.c.,Wholesale trade in food & agro-based products,46209,Decile 3,INE693D01018
Vadilal Industries Ltd.,Apr-69,1982,1.01011E+14,1,"Manufacture of ice-cream, kulfi etc.",Icecreams & kulfi,10505,Decile 2,INE694D01016
Vadivarhe Speciality Chemicals Ltd.,11-190516,2009,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 6,INE551Q01028
Vaghani Techno-Build Ltd.,11-187866,1994,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Parks & processing zones,41001,Decile 8,INE554H01021
Vaibhav Global Ltd.,17-4945,1989,1.01013E+14,1,Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones,Diamonds,32112,Decile 2,INE884A01019
Vaishali Pharma Ltd.,11-181632,2008,1.0104E+14,1,Wholesale of pharmaceutical and medical goods,"Wholesale trade in drugs, medicines & allied products",46497,Decile 5,INE972X01014
Vaishnavi Gold Ltd.,62-34207,2000,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE535B01015
Vakrangee Ltd.,11-56669,1990,1.01041E+14,1,Providing software support and maintenance to the clients,Information technology,62013,Decile 1,INE051B01021
Vaksons Automobiles Ltd.,55-119052,2003,1.01042E+14,1,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",Commission agents services,46103,Decile 7,INE256S01012
Valecha Engineering Ltd.,11-19535,1977,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 2,INE624C01015
Valiant Communications Ltd.,55-56652,1993,1.01014E+14,1,Manufacture of communication equipment,Communication & broadcasting equipment,2630,Decile 6,INE760B01019
Valiant Organics Ltd.,11-151348,2005,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Phenol derivatives,20119,Decile 5,INE565V01010
Vallabh Steels Ltd.,16-4327,1980,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel","Tubes & pipes, nec",24311,Decile 4,INE457E01016
Valson Industries Ltd.,11-30117,1983,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Textured yarn of synthetic filament yarn,20203,Decile 5,INE808A01018
Value Industries Ltd.,11-46445,1988,1.01013E+14,1,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners, mixers, grinders etc.",Washing machines,27501,Decile 1,INE352A01017
Vama Industries Ltd.,01-41126,1985,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 6,INE685D01022
Vamshi Rubber Ltd.,62-16634,1993,1.01015E+14,1,Manufacture of other rubber products n.e.c.,Tyre treads,22199,Decile 5,INE380C01014
Vanta Bioscience Ltd.,62-109280,2016,1.01042E+14,1,Scientific research and Development,Research & development services,72,Decile 8,INE695X01011
Vantage Knowledge Academy Ltd.,11-249016,2013,1.01042E+14,1,Education,Education,85,Decile 9,INE427T01017
Vapi Enterprise Ltd.,11-32457,1974,1.01015E+14,1,Manufacture of paper and paper products,Paper products,170,Decile 8,INE464D01014
Vardhaman Wires & Polymers Ltd.,04-15174,1991,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 7,INE157G01017
Vardhman Acrylics Ltd.,16-19212,1990,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Acrylic fibre,20302,Decile 2,INE116G01013
Vardhman Concrete Ltd.,11-28556,1983,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 8,INE115C01014
Vardhman Industries Ltd.,55-19492,1984,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Cold rolled coils, strips, sheets",24105,Decile 3,INE458E01014
Vardhman Polytex Ltd.,16-4242,1980,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE835A01011
Vardhman Special Steels Ltd.,16-33930,2010,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Flat products,24105,Decile 2,INE050M01012
Vardhman Textiles Ltd.,16-3345,1973,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 1,INE825A01012
Varroc Engineering Ltd.,11-47335,1998,1.01015E+14,1,Manufacture of other plastics products n.e.c.,Auto plastic moulded components,22209,Decile 1,INE665L01035
Varun Beverages Ltd.,55-69839,1995,1.01011E+14,1,Manufacture of other non-alcoholic beverages n.e.c.,"Water, beverages & spirits",11049,Decile 1,INE200M01013
Vas Infrastructure Ltd.,11-76538,1994,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 4,INE192C01013
Vasa Retail & Overseas Ltd.,11-301013,2017,1.0104E+14,1,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals",Wholesale trade in manufactured products,46102,,INE068Z01016
Vascon Engineers Ltd.,60-175750,1986,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 2,INE893I01013
Vasundhara Rasayans Ltd.,62-7242,1987,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Aluminium hydroxide,20119,Decile 7,INE406F01010
Vaswani Industries Ltd.,26-15964,2003,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 4,INE590L01019
Vedanta Ltd.,11-291394,1965,1.01014E+14,1,Manufacture of basic precious and other non-ferrous metals,Non-ferrous metals & products,2420,Decile 1,INE205A01025
Vedavaag Systems Ltd.,62-29240,1998,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 5,INE359B01010
Veejay Lakshmi Engg. Works Ltd.,61-705,1975,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 5,INE466D01019
Veer Energy & Infrastructure Ltd.,11-23334,1980,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 5,INE255E01030
Veeram Ornaments Ltd.,04-64964,2011,1.0104E+14,1,Wholesale of precious metals and jewellery,Wholesale trade in jewellery,46498,Decile 8,INE607V01010
Veerhealth Care Ltd.,11-67632,1992,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 8,INE882C01035
Vegepro Foods & Feeds Ltd.,20-8717,1987,1.01042E+14,1,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",Commission agents services,46103,Decile 9,INE155O01015
Velan Hotels Ltd.,61-2653,1990,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 5,INE548D01014
Veljan Denison Ltd.,62-1670,1973,1.01015E+14,1,Manufacture of fluid power equipment,Hydraulic pumps,28120,Decile 5,INE232E01013
Velox Industries Ltd.,11-29364,1983,1.01011E+14,1,Manufacture of other non-alcoholic beverages n.e.c.,"Food products, beverages & tobacco",11049,Decile 9,INE092P01017
Venky'S (India) Ltd.,60-17422,1976,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 1,INE398A01010
Venlon Enterprises Ltd.,08-15089,1983,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Aldehyde-function compounds,20119,Decile 5,INE204D01022
Venmax Drugs & Pharmaceuticals Ltd.,62-9102,1988,1.0104E+14,1,Wholesale of pharmaceutical and medical goods,"Wholesale trade in drugs, medicines & allied products",46497,Decile 9,INE154G01022
Ventura Textiles Ltd.,11-14865,1970,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 8,INE810C01044
Venus Remedies Ltd.,53-9705,1989,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE411B01019
Venus Universal Ltd.,11-62930,1991,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 8,INE381C01020
Vera Synthetic Ltd.,04-37369,2000,1.01012E+14,1,Manufacture of other textiles n.e.c.,Other textiles,1399,Decile 7,INE709Z01015
Veritas (India) Ltd.,11-35702,1985,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in metals & metal products,46620,Decile 3,INE379J01029
Veronica Production Ltd.,04-14567,1990,1.0104E+14,1,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines",Wholesale trade in industrial machinery,46599,Decile 5,INE008M01044
Vertical Industries Ltd.,62-11398,1990,1.01013E+14,1,Quarrying of granite,Granite,8102,Decile 10,INE247Q01015
Vertoz Advertising Ltd.,11-226823,2012,1.01042E+14,1,Advertising,Advertising,73100,Decile 8,INE188Y01015
Vesuvius India Ltd.,21-52968,1991,1.01013E+14,1,Manufacture of other refractory articles n.e.c.,Other refractories,23919,Decile 2,INE386A01015
Veto Switchgears & Cables Ltd.,11-171844,2007,1.01014E+14,1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Electrical machinery other than electronics,271,Decile 4,INE918N01018
Viaan Industries Ltd.,11-291306,1982,1.0104E+14,1,"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)",Retail trade in electronics,47739,Decile 6,INE324N01027
Viceroy Hotels Ltd.,62-1048,1965,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE048C01017
Victoria Mills Ltd.,11-357,1913,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 6,INE203D01016
Victory Paper & Boards (India) Ltd.,Sep-83,1994,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Waste & scrap of paper & paperboard,17013,Decile 7,INE962E01015
Videocon Industries Ltd.,11-103624,1986,1.01013E+14,1,"Manufacture of televisions, television monitors and displays",Television receivers,26401,Decile 1,INE703A01011
Vidhi Specialty Food Ingredients Ltd.,11-76156,1994,1.01016E+14,1,Diversified,Diversified,34,Decile 4,INE632C01026
Vidli Restaurants Ltd.,11-173446,2007,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 8,INE564S01019
Vijay Shanthi Builders Ltd.,18-21960,1992,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 4,INE806F01011
Vijay Solvex Ltd.,17-4232,1987,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Vegetable oils,10402,Decile 2,INE362D01010
Vijay Textiles Ltd.,62-10973,1990,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 4,INE256G01033
Vijaya Kumar Mills Ltd.,61-246,1946,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE311101013
Vikas Ecotech Ltd.,55-19465,1984,1.0102E+14,1,"Mining/quarrying of limestone, limeshell, 'kankar' and other calcareous minerals including calcite, chalk and shale",Calcite,8107,Decile 3,INE806A01020
Vikas Proppant & Granite Ltd.,05-36433,1994,1.01011E+14,1,"Gathering of non-wood forest products, n.e.c.",Guar gum,2309,Decile 4,INE767B01022
Vikas W S P Ltd.,05-30300,1988,1.01011E+14,1,"Gathering of non-wood forest products, n.e.c.",Guar gum,2309,Decile 1,INE706A01022
